text,count,files,kinds,firstFile
"Included",3,2,"jsx-text|prop:aria-label|prop:label","components/tier-upgrade-panel.tsx"
"Not included",3,2,"jsx-text|prop:aria-label|prop:label","components/tier-upgrade-panel.tsx"
"Body",3,3,"jsx-text","components/workflow-builder.tsx"
"FCRA attestation",3,2,"jsx-text|prop:label","pages/account-security.tsx"
"Last active",3,3,"jsx-text","pages/account-security.tsx"
"Security",3,3,"jsx-text|prop:label","pages/account-security.tsx"
"Escalated",3,3,"jsx-text|prop:title","pages/admin-support.tsx"
"Recent activity",3,2,"prop:aria-label|prop:label|prop:title","pages/admin-support.tsx"
"Delegation",3,3,"jsx-text","pages/agent-collaboration.tsx"
"Attribution",3,3,"jsx-text","pages/analytics.tsx"
"Initiator",3,1,"jsx-text|prop:placeholder","pages/anticipatory-enterprise.tsx"
"Documents",3,2,"jsx-text|prop:label","pages/audit-log.tsx"
"Total properties",3,3,"jsx-text|prop:title","pages/avm-bulk.tsx"
"Feedback",3,3,"jsx-text","pages/beta-analytics.tsx"
"Lowest comp",3,1,"jsx-text|prop:aria-label|prop:label","pages/blind-offer-wizard.tsx"
"List price",3,3,"jsx-text|prop:label","pages/blind-offer-wizard.tsx"
"Down payment",3,2,"jsx-text","pages/blind-offer-wizard.tsx"
"Payment history",3,1,"jsx-text|prop:aria-label|prop:label","pages/borrower-portal.tsx"
"Payment schedule",3,1,"jsx-text|prop:aria-label|prop:label","pages/borrower-portal.tsx"
"Property ID *",3,3,"jsx-text","pages/buyer-blasts.tsx"
"State filter",3,1,"jsx-text|prop:aria-label|prop:label","pages/buyer-network.tsx"
"Top counties by demand",3,1,"jsx-text|prop:aria-label|prop:label","pages/buyer-network.tsx"
"Lead #",3,3,"jsx-text","pages/buyer-qualification.tsx"
"Residential",3,3,"jsx-text","pages/capital-markets.tsx"
"Commercial",3,3,"jsx-text","pages/capital-markets.tsx"
"Portfolio cash flow health",3,1,"jsx-text|prop:aria-label|prop:label","pages/cash-flow.tsx"
"Next 12 months",3,1,"jsx-text","pages/cash-flow.tsx"
"Expenses by category",3,1,"jsx-text|prop:aria-label|prop:label","pages/cash-flow.tsx"
"Rank",3,3,"jsx-text","pages/certification-leaderboard.tsx"
"Enabled",3,3,"jsx-text","pages/command-center.tsx"
"No active alerts",3,3,"jsx-text","pages/command-center.tsx"
"Agents",3,3,"jsx-text","pages/commissions.tsx"
"Deal #",3,3,"jsx-text","pages/commissions.tsx"
"Critical",3,3,"jsx-text","pages/compliance.tsx"
"Escalation ratio",3,1,"jsx-text|prop:aria-label|prop:label","pages/conscious-organization.tsx"
"Feedback closure rate",3,1,"jsx-text|prop:aria-label|prop:label","pages/conscious-organization.tsx"
"County name",3,2,"jsx-text|prop:placeholder","pages/counties.tsx"
"Target counties",3,1,"jsx-text|prop:aria-label|prop:label","pages/counties.tsx"
"Counties",3,3,"jsx-text|prop:label","pages/counties.tsx"
"Edit",3,3,"jsx-text","pages/county-detail.tsx"
"API partner keys",3,1,"jsx-text|prop:aria-label|prop:label","pages/data-moat-dashboard.tsx"
"Last used",3,3,"jsx-text","pages/data-moat-dashboard.tsx"
"Foreclosure",3,2,"jsx-text","pages/deal-hunter.tsx"
"County (optional)",3,2,"jsx-text|prop:placeholder","pages/deal-hunter.tsx"
"Sub-processors",3,3,"jsx-text","pages/deal-room-share.tsx"
"Annual taxes",3,3,"jsx-text|prop:label","pages/deal-underwriting.tsx"
"Road access",3,3,"jsx-text|prop:label","pages/deal-underwriting.tsx"
"Stalled leads",3,1,"prop:aria-label|prop:label|prop:title","pages/decision-queue.tsx"
"File type",3,1,"jsx-text|prop:aria-label|prop:label","pages/document-intelligence.tsx"
"Search documents",3,1,"jsx-text|prop:aria-label|prop:label","pages/document-intelligence.tsx"
"Risk flags",3,2,"jsx-text|prop:aria-label|prop:label","pages/document-intelligence.tsx"
"Seller type",3,1,"jsx-text|prop:aria-label|prop:label","pages/dodd-frank-checker.tsx"
"Rate type",3,1,"jsx-text|prop:aria-label|prop:label","pages/dodd-frank-checker.tsx"
"Net",3,2,"jsx-text","pages/double-close.tsx"
"Not found.",3,3,"jsx-text","pages/double-close.tsx"
"Events",3,3,"jsx-text","pages/event-log.tsx"
"Channels",3,3,"jsx-text","pages/event-log.tsx"
"Subscribers",3,3,"jsx-text","pages/event-log.tsx"
"Event status filter",3,1,"jsx-text|prop:aria-label|prop:label","pages/event-log.tsx"
"Account",3,3,"jsx-text","pages/fee-dashboard.tsx"
"Settlements",3,1,"jsx-text|prop:aria-label|prop:label","pages/fee-dashboard.tsx"
"Property address",3,3,"jsx-text|prop:placeholder","pages/field-scout.tsx"
"Search leads…",3,2,"prop:placeholder","pages/field-scout.tsx"
"Portfolio value",3,3,"jsx-text|prop:label","pages/finance.tsx"
"Dunning history",3,1,"jsx-text|prop:aria-label|prop:label","pages/finance.tsx"
"Amortization schedule",3,2,"jsx-text|prop:aria-label|prop:label","pages/finance.tsx"
"Time",3,3,"jsx-text","pages/founder/ai-observatory.tsx"
"Complexity",3,3,"jsx-text","pages/founder/ai-observatory.tsx"
"Org inspector",3,2,"prop:label","pages/founder/inspector/org.tsx"
"Provider audit",3,2,"prop:label","pages/founder/inspector/provider.tsx"
"Sample",3,3,"jsx-text|prop:label","pages/founder/inspector/provider.tsx"
"Running fine",3,1,"jsx-text|prop:aria-label|prop:label","pages/founder/now.tsx"
"Weight",3,3,"jsx-text","pages/founder/prompt-versions.tsx"
"Generate password reset link",3,1,"jsx-text|prop:aria-label|prop:label","pages/founder/recovery-console.tsx"
"Freeze autopay",3,1,"jsx-text|prop:aria-label|prop:label","pages/founder/recovery-console.tsx"
"EDDM states",3,1,"jsx-text|prop:aria-label|prop:label","pages/founder/studio/routing.tsx"
"Fulfilled",3,2,"jsx-text|prop:label","pages/founder-compliance-ops.tsx"
"Stage",3,2,"jsx-text|prop:aria-label|prop:label","pages/founder-dashboard.tsx"
"Test endpoint",3,1,"prop:aria-label|prop:label|prop:title","pages/founder-dashboard.tsx"
"Diagnose issues",3,1,"prop:aria-label|prop:label|prop:title","pages/founder-dashboard.tsx"
"Test data source",3,1,"prop:aria-label|prop:label|prop:title","pages/founder-dashboard.tsx"
"Validate endpoint",3,1,"prop:aria-label|prop:label|prop:title","pages/founder-dashboard.tsx"
"Reject endpoint",3,1,"prop:aria-label|prop:label|prop:title","pages/founder-dashboard.tsx"
"Decision experiments",3,1,"prop:aria-label|prop:label|prop:title","pages/founder-experiments.tsx"
"Financials",3,2,"jsx-text|prop:label","pages/founder-financials.tsx"
"Provider",3,3,"jsx-text","pages/founder-providers.tsx"
"Freedom meter",3,2,"jsx-text|prop:label","pages/freedom-meter.tsx"
"Active seller-financed notes",3,1,"jsx-text|prop:aria-label|prop:label","pages/freedom-meter.tsx"
"Freedom milestones",3,1,"jsx-text|prop:aria-label|prop:label","pages/freedom-meter.tsx"
"Contact",3,3,"jsx-text","pages/landing/Footer.tsx"
"Select property",3,3,"jsx-text","pages/leads.tsx"
"Alert triggers",3,1,"jsx-text|prop:aria-label|prop:label","pages/market-watchlist.tsx"
"Notification channels",3,1,"jsx-text|prop:aria-label|prop:label","pages/market-watchlist.tsx"
"Listing performance metrics",3,1,"jsx-text|prop:aria-label|prop:label","pages/marketplace-analytics.tsx"
"Property ID (optional)",3,2,"jsx-text|prop:placeholder","pages/matching-engine.tsx"
"Offer batches",3,1,"prop:aria-label|prop:label|prop:title","pages/offer-batches.tsx"
"Offers",3,3,"jsx-text|prop:label","pages/offers.tsx"
"Tasks due today",3,1,"prop:aria-label|prop:label|prop:title","pages/ops-dashboard.tsx"
"Piece type",3,1,"jsx-text|prop:aria-label|prop:label","pages/outreach/mail/compose.tsx"
"Market value",3,2,"prop:label","pages/parcel-detail.tsx"
"Water",3,3,"jsx-text|prop:label","pages/parcel-detail.tsx"
"Equity",3,2,"jsx-text","pages/portfolio-optimizer.tsx"
"Max Drawdown",3,1,"jsx-text","pages/portfolio-optimizer.tsx"
"Due Diligence",3,1,"jsx-text","pages/properties.tsx"
"Upcoming tax payments",3,1,"jsx-text|prop:aria-label|prop:label","pages/property-tax.tsx"
"0 ? ""text-acr-warning"" : variance",3,2,"jsx-text","pages/rehab-detail.tsx"
"Rehab",3,1,"prop:label","pages/rehab-detail.tsx"
"Select a deal to check",3,1,"jsx-text|prop:aria-label|prop:label","pages/safety-gates.tsx"
"Sovereign protocol modules",3,1,"jsx-text|prop:aria-label|prop:label","pages/sovereign-dashboard.tsx"
"Attorney-reviewed",3,2,"jsx-text|prop:title","pages/state-rules.tsx"
"Title issues",3,1,"jsx-text|prop:aria-label|prop:label","pages/title-search.tsx"
"Chain of title",3,1,"jsx-text|prop:aria-label|prop:label","pages/title-search.tsx"
"Workflows",3,2,"jsx-text|prop:label","pages/va-dashboard.tsx"
"Allowed uses",3,1,"jsx-text|prop:aria-label|prop:label","pages/zoning-lookup.tsx"
"Restrictions",3,1,"jsx-text|prop:aria-label|prop:label","pages/zoning-lookup.tsx"
"Loading AcreOS",2,1,"prop:aria-label|prop:label","App.tsx"
"Skip to main content",2,1,"prop:aria-label|prop:label","App.tsx"
"Purchase price ($)",2,2,"jsx-text","components/IRRCalculator.tsx"
"Equity multiple",2,2,"jsx-text","components/IRRCalculator.tsx"
"Export IRR analysis as CSV",2,1,"prop:aria-label|prop:label","components/IRRCalculator.tsx"
"IRR calculator results",2,1,"prop:aria-label|prop:label","components/IRRCalculator.tsx"
"Investment summary",2,1,"prop:aria-label|prop:label","components/IRRCalculator.tsx"
"Annual cash flows by year",2,1,"prop:aria-label|prop:label","components/IRRCalculator.tsx"
"Test name",2,2,"jsx-text","components/ab-test-manager.tsx"
"Clicked",2,2,"jsx-text","components/ab-test-manager.tsx"
"Variant A",2,1,"prop:aria-label|prop:label","components/ab-test-manager.tsx"
"Variant B",2,1,"prop:aria-label|prop:label","components/ab-test-manager.tsx"
"A/B test history",2,1,"prop:aria-label|prop:label","components/ab-test-manager.tsx"
"Test variants",2,1,"prop:aria-label|prop:label","components/ab-test-manager.tsx"
"Running A/B tests",2,1,"prop:aria-label|prop:label","components/ab-test-manager.tsx"
"Completed A/B tests",2,1,"prop:aria-label|prop:label","components/ab-test-manager.tsx"
"Offer Amount",2,2,"jsx-text","components/ab-tests-content.tsx"
"Winning Metric",2,1,"jsx-text","components/ab-tests-content.tsx"
"Variants",2,2,"jsx-text","components/ab-tests-content.tsx"
"Remove variant",2,1,"prop:aria-label|prop:label","components/ab-tests-content.tsx"
"View test",2,1,"prop:aria-label|prop:label","components/ab-tests-content.tsx"
"Start test",2,1,"prop:aria-label|prop:label","components/ab-tests-content.tsx"
"Complete test",2,1,"prop:aria-label|prop:label","components/ab-tests-content.tsx"
"Activity Feed",2,2,"jsx-text","components/activity-content.tsx"
"No activity yet",2,2,"jsx-text|prop:title","components/activity-content.tsx"
"Filter by type",2,2,"prop:placeholder","components/activity-content.tsx"
"Filter by Event Type",2,2,"jsx-text","components/activity-feed.tsx"
"Activity timeline",2,1,"prop:aria-label|prop:label","components/activity-timeline.tsx"
"Loading AI cost savings",2,1,"prop:aria-label|prop:label","components/ai-cost-dashboard.tsx"
"Offer Amount *",2,1,"jsx-text","components/ai-offer-generator.tsx"
"john@example.com",2,2,"prop:placeholder","components/ai-offer-generator.tsx"
"Select an offer strategy",2,1,"prop:aria-label|prop:label","components/ai-offer-generator.tsx"
"Copy generated letter to clipboard",2,1,"prop:aria-label|prop:label","components/ai-offer-generator.tsx"
"Last year",2,2,"jsx-text","components/analytics-content.tsx"
"Total Leads",2,2,"jsx-text","components/analytics-content.tsx"
"Total Revenue",2,2,"jsx-text|prop:title","components/analytics-content.tsx"
"Attribution date range",2,1,"prop:aria-label|prop:label","components/attribution-analytics.tsx"
"Loading attribution data",2,1,"prop:aria-label|prop:label","components/attribution-analytics.tsx"
"Attribution summary",2,1,"prop:aria-label|prop:label","components/attribution-analytics.tsx"
"Campaign ROI by attribution",2,1,"prop:aria-label|prop:label","components/attribution-analytics.tsx"
"Seats &amp; billing",2,1,"jsx-text","components/billing/seat-billing-summary.tsx"
"Loading calendar",2,1,"prop:aria-label|prop:label","components/calendar-widget.tsx"
"Connect Google Calendar",2,1,"prop:aria-label|prop:label","components/calendar-widget.tsx"
"Event types",2,1,"prop:aria-label|prop:label","components/calendar-widget.tsx"
"Week calendar",2,1,"prop:aria-label|prop:label","components/calendar-widget.tsx"
"Loading transcript",2,1,"prop:aria-label|prop:label","components/call-log.tsx"
"Loading calls",2,1,"prop:aria-label|prop:label","components/call-log.tsx"
"Call history",2,1,"prop:aria-label|prop:label","components/call-log.tsx"
"Open rate",2,2,"jsx-text","components/campaign-variants-panel.tsx"
"Campaign variants",2,1,"prop:aria-label|prop:label","components/campaign-variants-panel.tsx"
"Test",2,2,"jsx-text","components/campaigns-content.tsx"
"Live",2,2,"jsx-text|prop:label","components/campaigns-content.tsx"
"Campaigns",2,2,"jsx-text","components/campaigns-content.tsx"
"Delivery rate",2,1,"jsx-text","components/campaigns-content.tsx"
"Sending…",2,2,"jsx-text","components/campaigns-content.tsx"
"Close campaign detail",2,1,"prop:aria-label|prop:label","components/campaigns-content.tsx"
"Campaign type",2,1,"prop:aria-label|prop:label","components/campaigns-content.tsx"
"Offer percent",2,1,"prop:aria-label|prop:label","components/campaigns-content.tsx"
"Offer base field",2,1,"prop:aria-label|prop:label","components/campaigns-content.tsx"
"Budget in US dollars",2,1,"prop:aria-label|prop:label","components/campaigns-content.tsx"
"Loading cash flow waterfall",2,1,"prop:aria-label|prop:label","components/cash-flow-waterfall.tsx"
"Loading closing-cost estimate",2,1,"prop:aria-label|prop:label","components/closing-costs-card.tsx"
"Closing-cost breakdown",2,1,"prop:aria-label|prop:label","components/closing-costs-card.tsx"
"Loading cohort analytics",2,1,"prop:aria-label|prop:label","components/cohort-analytics.tsx"
"Cohort summary statistics",2,1,"prop:aria-label|prop:label","components/cohort-analytics.tsx"
"Weekly",2,2,"jsx-text","components/cohort-retention-dashboard.tsx"
"Total signups",2,2,"jsx-text","components/cohort-retention-dashboard.tsx"
"Cohort",2,1,"jsx-text","components/cohort-retention-dashboard.tsx"
"Converted",2,2,"jsx-text","components/cohort-retention-dashboard.tsx"
"Select granularity",2,1,"prop:aria-label|prop:label","components/cohort-retention-dashboard.tsx"
"Select lookback period",2,1,"prop:aria-label|prop:label","components/cohort-retention-dashboard.tsx"
"Cohort retention summary",2,1,"prop:aria-label|prop:label","components/cohort-retention-dashboard.tsx"
"Retention rates by cohort and week",2,1,"prop:aria-label|prop:label","components/cohort-retention-dashboard.tsx"
"Revenue and conversion by cohort",2,1,"prop:aria-label|prop:label","components/cohort-retention-dashboard.tsx"
"Scope:",2,1,"jsx-text","components/command-palette.tsx"
"Ask Pax",2,2,"jsx-text","components/command-palette.tsx"
"Thinking…",2,2,"jsx-text","components/command-palette.tsx"
"(current)",2,1,"jsx-text","components/command-palette.tsx"
"Morning briefing",2,2,"jsx-text|prop:placeholder","components/command-palette.tsx"
"All agents",2,2,"jsx-text","components/command-palette.tsx"
"Command palette",2,1,"prop:aria-label|prop:label","components/command-palette.tsx"
"AI is thinking",2,1,"prop:aria-label|prop:label","components/command-palette.tsx"
"Close comments",2,1,"prop:aria-label|prop:label","components/comment-thread.tsx"
"Loading comments",2,1,"prop:aria-label|prop:label","components/comment-thread.tsx"
"Load older comments",2,1,"prop:aria-label|prop:label","components/comment-thread.tsx"
"Comment list",2,1,"prop:aria-label|prop:label","components/comment-thread.tsx"
"Map legend",2,1,"prop:aria-label|prop:label","components/comp-map-overlay.tsx"
"Comparable property prices",2,1,"prop:aria-label|prop:label","components/comp-map-overlay.tsx"
"All actions",2,1,"jsx-text|prop:placeholder","components/compliance-settings.tsx"
"Create",2,1,"jsx-text|prop:label","components/compliance-settings.tsx"
"Update",2,1,"jsx-text|prop:label","components/compliance-settings.tsx"
"Consent granted",2,1,"jsx-text|prop:label","components/compliance-settings.tsx"
"Consent revoked",2,1,"jsx-text|prop:label","components/compliance-settings.tsx"
"Data purge",2,1,"jsx-text|prop:label","components/compliance-settings.tsx"
"Compliance sections",2,1,"prop:aria-label|prop:label","components/compliance-settings.tsx"
"Refresh audit log",2,1,"prop:aria-label|prop:label","components/compliance-settings.tsx"
"Sale date",2,2,"jsx-text","components/comps-analysis.tsx"
"$/acre",2,2,"jsx-text","components/comps-analysis.tsx"
"Distance",2,2,"jsx-text","components/comps-analysis.tsx"
"Comp price statistics",2,1,"prop:aria-label|prop:label","components/comps-analysis.tsx"
"Offer price tiers",2,1,"prop:aria-label|prop:label","components/comps-analysis.tsx"
"Score factor breakdown",2,1,"prop:aria-label|prop:label","components/comps-analysis.tsx"
"Download photos",2,1,"prop:aria-label|prop:label","components/content-generation.tsx"
"Social post text",2,1,"prop:aria-label|prop:label","components/content-generation.tsx"
"Case study text",2,1,"prop:aria-label|prop:label","components/content-generation.tsx"
"Team messaging",2,2,"jsx-text","components/conversation-tray.tsx"
"Loading messages…",2,2,"jsx-text","components/conversation-tray.tsx"
"Type a message…",2,2,"prop:placeholder","components/conversation-tray.tsx"
"Loading conversation",2,1,"prop:aria-label|prop:label","components/conversation-tray.tsx"
"New conversation",2,1,"prop:aria-label|prop:label","components/conversation-tray.tsx"
"Conversation list",2,1,"prop:aria-label|prop:label","components/conversation-tray.tsx"
